GENE	BF
AUTS2	0.585
AVEN	-0.859
AVIL	3.279
AVL9	-8.017
AVP	-2.918
AVPI1	-8.723
AVPR1A	-4.748
AVPR1B	-10.300
AVPR2	-10.134
AWAT1	-3.021
AWAT2	-5.991
AXDND1	-13.752
AXIN1	-15.822
AXIN2	-11.362
AXL	-0.966
AZGP1	3.320
AZI1	-3.886
AZI2	-4.454
AZIN1	-6.870
AZU1	-7.701
B2M	-12.947
B3GALNT1	-9.668
B3GALNT2	-9.451
B3GALT1	-10.746
B3GALT2	-4.652
B3GALT4	2.430
B3GALT5	-6.243
B3GALT6	-1.694
B3GALTL	-11.816
B3GAT1	-11.941
B3GAT2	-6.496
B3GAT3	-6.817
B3GNT1	-3.192
B3GNT2	-12.799
B3GNT3	-2.999
B3GNT4	-5.065
B3GNT5	-1.916
B3GNT6	-1.335
B3GNT7	-2.828
B3GNT8	-6.112
B3GNT9	-4.922
B3GNTL1	-6.964
B4GALNT1	-5.907
B4GALNT2	2.185
B4GALNT3	-5.597
B4GALNT4	1.703
B4GALT1	-3.126
B4GALT2	-7.384
B4GALT3	-8.864
B4GALT4	-6.650
B4GALT5	-10.197
B4GALT6	-12.665
B4GALT7	0.234
B9D1	-2.054
B9D2	-5.058
BAALC	-3.909
BAAT	-6.295
BABAM1	-13.457
BACE1	-0.465
BACE2	-8.508
BACH1	-12.030
BACH2	-5.554
BAD	-0.668
BAG1	-12.430
BAG2	-1.818
BAG3	-3.189
BAG4	-5.871
BAG5	-0.885
BAG6	-15.105
BAHD1	-10.460
BAI1	-12.389
BAI2	-12.155
BAI3	-12.474
BAIAP2	-6.193
BAIAP2L1	-7.011
BAIAP2L2	-7.878
BAIAP3	-10.841
BAK1	10.100
BAMBI	-13.037
BANF1	19.093
BANF2	-8.559
BANK1	-9.387
BANP	15.753
BAP1	14.519
BARD1	4.784
BARHL1	-8.975
BARHL2	-10.239
BARX1	-10.727
BARX2	-10.152
BASP1	-2.890
BATF	0.884
BATF2	-2.544
BATF3	-5.577
BAX	-7.893
BAZ1A	-12.463
BAZ1B	1.848
BAZ2A	-6.895
BAZ2B	-2.741
BBC3	-13.715
BBIP1	-9.573
BBOX1	0.222
BBS1	-3.902
BBS10	-3.719
BBS12	-9.179
BBS2	-11.878
BBS4	-6.028
BBS5	-14.410
BBS7	-7.176
BBS9	-13.294
BBX	-23.567
BCAM	-4.583
BCAN	-5.443
BCAP29	-9.686
BCAP31	-3.922
BCAR1	-0.724
BCAR3	-8.309
BCAS1	-12.139
BCAS2	7.049
BCAS3	-2.329
BCAS4	-5.685
BCAT1	-3.879
BCAT2	-6.711
BCCIP	12.399
BCDIN3D	-8.481
BCHE	-7.511
BCKDHA	-1.093
BCKDHB	-8.143
BCKDK	-4.386
BCL10	-10.986
BCL11A	-17.112
BCL11B	-8.167
BCL2	-10.744
BCL2A1	-7.006
BCL2L1	-0.074
BCL2L10	-10.796
BCL2L11	-9.811
BCL2L12	0.835
BCL2L13	-13.023
BCL2L14	-1.006
BCL2L15	-11.560
BCL2L2	-6.647
BCL3	-8.122
BCL6	-5.649
BCL6B	-0.227
BCL7A	-7.481
BCL7B	-4.678
BCL7C	-4.909
BCL9	-13.000
BCL9L	-12.465
BCLAF1	7.890
BCMO1	-8.177
BCO2	-6.584
BCOR	-5.030
BCORL1	-9.383
BCR	-12.636
BCS1L	0.714
BDH1	-10.561
BDH2	-4.789
BDKRB1	-2.693
BDKRB2	3.194
BDNF	-8.015
BDP1	-14.204
BEAN1	-13.236
BECN1	-1.298
BEGAIN	-4.502
BEND2	-7.849
BEND3	-11.793
BEND4	-7.968
BEND5	-8.663
BEND6	-7.969
BEND7	-11.699
BEST1	-1.625
BEST2	-2.358
BEST3	-5.267
BEST4	0.709
BET1	-4.650
BET1L	-1.285
BEX1	-5.528
BEX2	-7.048
BEX4	-8.204
BEX5	-4.368
BFAR	-13.216
BFSP1	-13.434
BFSP2	-5.386
BGLAP	-7.544
BGN	-7.671
BHLHA15	2.929
BHLHA9	-7.972
BHLHB9	-15.417
BHLHE22	-9.051
BHLHE23	-9.413
BHLHE40	-8.170
BHLHE41	-5.395
BHMT	-5.252
BHMT2	-6.613
BICC1	-10.696
BICD1	-2.644
BICD2	5.341
BID	-8.572
BIK	-12.910
BIN1	-9.950
BIN2	-1.568
BIN3	-10.985
BIRC2	-9.749
BIRC3	-8.237
BIRC5	11.510
BIRC6	2.597
BIRC7	-6.709
BIRC8	-16.472
BIVM	-6.169
BLACE	-1.824
BLCAP	-4.735
BLID	-5.379
BLK	-6.311
BLM	1.476
BLMH	-5.954
BLNK	-8.108
BLOC1S1	-6.740
BLOC1S2	0.834
BLOC1S3	-5.393
BLOC1S4	-8.738
BLOC1S5	-11.771
BLOC1S6	-13.031
BLVRA	-5.424
BLVRB	-4.730
BLZF1	-12.886
BMF	-10.818
BMI1	-9.285
BMP1	-9.607
BMP10	-4.173
BMP15	-12.963
BMP2	-5.089
BMP2K	-1.882
BMP3	-9.086
BMP4	-7.443
BMP5	-7.654
BMP6	-8.709
BMP7	-2.184
BMP8A	-6.188
BMP8B	-2.912
BMPER	-11.852
BMPR1A	0.959
BMPR1B	-7.413
BMPR2	-6.413
BMS1	20.605
BMX	-9.498
BNC1	-9.083
BNC2	-5.196
BNIP1	2.122
BNIP2	-10.249
BNIP3	-1.514
BNIP3L	-11.113
BNIPL	-3.313
BOC	-0.123
BOD1	-2.921
BOD1L1	-6.749
BOD1L2	-9.933
BOK	-6.075
BOLA1	-1.933
BOLA3	-1.476
BOLL	-3.179
BOP1	8.273
BORA	-6.486
BPGM	-10.763
BPHL	-1.434
BPI	-3.541
BPIFA1	-6.573
BPIFA2	-6.847
BPIFA3	-5.827
BPIFB1	-6.370
BPIFB2	-11.789
BPIFB3	-8.681
BPIFB4	-7.490
BPIFB6	-8.610
BPIFC	-11.119
BPNT1	-0.027
BPTF	1.933
BRAF	1.719
BRAP	3.136
BRAT1	-0.487
BRCA1	7.085
BRCA2	4.853
BRCC3	-12.081
BRD1	-9.392
BRD2	10.894
BRD3	-8.717
BRD4	3.629
BRD7	-8.065
BRD8	19.103
BRD9	6.003
BRDT	-12.580
BRE	-5.583
BRF1	9.460
BRF2	1.566
BRI3	-2.977
BRI3BP	-3.496
BRICD5	-3.247
BRINP1	-13.272
BRINP2	-13.346
BRINP3	-12.669
BRIP1	1.814
BRIX1	11.052
BRK1	4.873
BRMS1	-0.334
BRMS1L	-7.751
BROX	-12.658
BRPF1	4.255
BRPF3	-3.692
BRS3	-1.053
BRSK1	-10.045
BRSK2	-4.310
BRWD1	-12.991
BRWD3	-5.711
BSCL2	5.410
BSDC1	-2.418
BSG	-11.724
BSN	-8.763
BSND	-6.723
BSPH1	-5.529
BSPRY	-1.964
BST1	-9.715
BST2	-9.863
BSX	-7.081
BTAF1	-0.249
BTBD1	-7.626
BTBD10	-5.083
BTBD11	-5.816
BTBD16	-8.334
BTBD17	-7.017
BTBD18	-4.823
BTBD19	-8.360
BTBD2	-1.997
BTBD3	-3.953
BTBD6	-5.667
BTBD7	2.013
BTBD8	-3.768
BTBD9	-11.814
BTC	-2.316
BTD	-3.945
BTF3	2.243
BTF3L4	-8.539
BTG1	-1.574
BTG2	-14.702
BTG3	-4.349
BTG4	-10.947
BTK	-1.862
BTLA	-12.618
BTN1A1	-9.824
BTN2A1	-11.567
BTN2A2	-8.074
BTN3A1	-6.940
BTN3A2	-6.444
BTN3A3	-10.573
BTNL3	-3.076
BTNL8	-0.719
BTNL9	-1.430
BTRC	-7.013
BUB1	3.325
BUB1B	8.369
BUB3	20.245
BUD13	-13.542
BUD31	17.254
BVES	-9.591
BYSL	11.070
BZRAP1	-5.984
BZW1	-8.498
BZW2	-3.349
C10orf10	-13.682
C10orf105	-1.162
C10orf107	-9.992
C10orf11	-5.410
C10orf111	-11.729
C10orf113	-8.844
C10orf115	-9.480
C10orf118	-0.776
C10orf12	-9.941
C10orf120	-10.319
C10orf126	-11.546
C10orf128	-12.282
C10orf129	1.416
C10orf131	-4.972
C10orf137	-0.846
C10orf2	13.106
C10orf25	-9.616
C10orf32	-9.192
C10orf35	-6.514
C10orf40	-11.769
C10orf53	-2.544
C10orf54	-4.565
C10orf55	-11.131
C10orf62	-6.015
C10orf67	-12.192
C10orf68	-7.697
C10orf71	-5.089
C10orf76	-0.199
C10orf82	-6.163
C10orf85	-3.322
C10orf88	-9.471
C10orf90	0.308
C10orf91	-2.969
C10orf95	-2.889
C10orf99	-7.871
C11orf1	-11.578
C11orf16	-11.659
C11orf21	-7.079
C11orf24	-12.203
C11orf30	1.645
C11orf31	-1.213
C11orf35	-5.672
C11orf40	-10.056
C11orf42	-11.362
C11orf44	-13.915
C11orf45	-4.007
C11orf48	-7.402
C11orf49	-6.341
C11orf52	-3.747
C11orf53	-5.206
C11orf54	-9.521
C11orf57	4.414
C11orf58	-9.360
C11orf63	-1.953
C11orf65	-5.143
C11orf68	-7.736
C11orf70	-5.255
C11orf71	-10.945
C11orf72	-7.962
C11orf73	7.710
C11orf74	-1.180
C11orf80	-7.763
C11orf82	-13.683
C11orf83	-2.172
C11orf84	11.860
C11orf85	-6.179
C11orf86	-7.551
C11orf87	3.435
C11orf88	-0.560
C11orf89	-5.487
C11orf91	-4.230
C11orf94	-6.503
C11orf96	-3.156
C12orf10	1.383
C12orf23	0.985
C12orf29	-4.878
C12orf36	-7.353
C12orf39	-2.616
C12orf4	-10.221
C12orf40	-10.444
C12orf42	-7.821
C12orf43	-8.075
C12orf44	-7.149
C12orf45	15.050
C12orf49	-6.537
C12orf5	-12.002
C12orf50	-11.733
C12orf52	-2.730
C12orf54	-11.341
C12orf55	-9.385
C12orf56	-2.236
C12orf57	-4.674
C12orf60	-6.169
C12orf61	-10.586
C12orf65	-7.374
C12orf66	-3.020
C12orf68	-3.755
C12orf71	2.222
C12orf73	-8.975
C12orf74	-8.840
C12orf75	-7.585
C12orf76	-3.300
C12orf77	-11.147
C13orf35	-7.988
C14orf1	-14.841
C14orf105	-12.401
C14orf119	-3.897
C14orf132	-10.607
C14orf142	-6.042
C14orf159	-12.044
C14orf164	-6.377
C14orf166	3.972
C14orf166B	-6.369
C14orf177	-13.395
C14orf178	-5.799
C14orf180	-3.061
C14orf182	-1.958
C14orf183	-11.191
C14orf2	-4.576
C14orf23	-9.446
C14orf28	-9.531
C14orf37	-16.300
C14orf39	-10.782
C14orf79	-7.392
C14orf80	13.354
C14orf93	0.812
C15orf26	-4.613
C15orf27	-10.151
C15orf32	-10.180
C15orf37	-0.822
C15orf38	-7.834
C15orf39	-2.972
C15orf40	-6.798
C15orf41	7.914
C15orf43	-6.264
C15orf48	-9.084
C15orf52	-6.900
C15orf53	0.265
C15orf54	-12.904
C15orf56	-11.599
C15orf57	-5.695
C15orf59	-12.483
C15orf60	-7.134
C15orf61	-9.499
C15orf62	-12.469
C16orf11	-2.660
C16orf13	-2.997
C16orf3	-4.022
C16orf45	-6.587
C16orf46	-3.995
C16orf47	-14.462
C16orf52	-1.173
C16orf54	-5.908
C16orf58	-10.670
C16orf59	3.857
C16orf62	-4.793
C16orf70	-1.378
C16orf71	5.687
C16orf72	10.962
C16orf74	-9.806
C16orf78	-7.570
C16orf80	11.789
C16orf86	9.558
C16orf87	-6.605
C16orf89	8.065
C16orf90	-6.677
C16orf91	-2.819
C16orf92	-1.923
C16orf93	-4.555
C16orf95	-7.598
C16orf96	9.378
C16orf97	-6.207
C16orf98	-0.771
C17orf100	-4.554
C17orf102	-7.004
C17orf104	-9.823
C17orf105	-6.967
C17orf107	-6.809
C17orf112	-12.575
C17orf47	-5.308
C17orf49	-2.606
C17orf50	-6.602
C17orf51	-9.031
C17orf53	-6.554
C17orf58	-3.824
C17orf59	-1.055
C17orf62	-7.721
C17orf64	-14.321
C17orf66	-9.181
C17orf67	-6.551
C17orf70	-3.755
C17orf72	-10.827
C17orf74	-5.113
C17orf75	-13.409
C17orf77	-8.417
C17orf78	-2.209
C17orf80	-8.232
C17orf82	-6.026
C17orf85	9.236
C17orf89	3.347
C17orf96	-1.460
C17orf97	-4.434
C17orf98	-3.676
C17orf99	-3.653
C18orf21	10.682
C18orf25	-10.892
C18orf42	-13.199
C18orf54	-8.851
C18orf63	-5.809
C18orf8	-9.836
C19orf10	-5.623
C19orf12	-3.760
C19orf18	-7.276
C19orf24	3.953
C19orf25	6.844
C19orf26	-1.684
C19orf33	-12.437
C19orf35	-9.154
C19orf38	-7.883
C19orf40	-9.346
C19orf43	-9.950
C19orf44	-4.091
C19orf45	-6.911
C19orf47	-10.524
C19orf48	-4.171
C19orf52	13.669
C19orf53	18.716
C19orf54	-11.102
C19orf55	-0.583
C19orf57	-9.287
C19orf59	-0.920
C19orf60	-2.992
C19orf66	-10.394
C19orf67	-9.420
C19orf68	-6.198
C19orf70	-3.601
C19orf71	-7.780
C19orf73	-0.306
C19orf77	-3.368
C19orf80	-4.807
C19orf81	-10.865
C1D	8.815
C1GALT1	-4.077
C1GALT1C1	-12.102
C1QA	-11.448
C1QB	2.219
C1QBP	13.589
C1QC	-10.547
C1QL1	-9.908
C1QL2	-3.451
C1QL3	-9.090
C1QL4	-5.363
C1QTNF1	-0.803
C1QTNF2	-6.291
C1QTNF3	-5.344
C1QTNF4	-0.042
C1QTNF5	-5.187
C1QTNF6	-9.543
C1QTNF7	-10.819
C1QTNF8	-0.493
C1RL	-0.765
C1S	-5.614
C1orf100	-9.708
C1orf101	-12.801
C1orf105	-10.184
C1orf106	-6.252
C1orf109	9.205
C1orf110	-5.965
C1orf111	-8.200
C1orf112	-1.440
C1orf115	-12.224
C1orf116	-9.331
C1orf122	-4.355
C1orf123	-2.657
C1orf131	1.375
C1orf137	-9.541
C1orf141	-12.330
C1orf145	-2.704
C1orf146	-0.508
C1orf147	3.793
C1orf158	-9.890
C1orf159	-7.988
C1orf162	-2.992
C1orf168	-6.234
C1orf170	4.736
C1orf172	-8.608
C1orf173	-13.800
C1orf174	-5.894
C1orf177	-0.101
C1orf180	-6.760
C1orf185	-12.496
C1orf186	-7.632
C1orf189	-7.114
C1orf192	-4.125
C1orf194	-3.735
C1orf195	-12.310
C1orf198	-9.343
C1orf200	-12.421
C1orf204	-8.446
C1orf21	-13.824
C1orf210	-10.164
C1orf213	-6.273
C1orf216	-8.023
C1orf220	-11.740
C1orf226	-8.447
C1orf227	-13.556
C1orf228	-7.067
C1orf229	-4.393
C1orf233	-14.503
C1orf27	2.501
C1orf35	-10.351
C1orf43	-9.607
C1orf50	-11.961
C1orf51	-1.905
C1orf52	-9.103
C1orf53	-0.802
C1orf54	-5.422
C1orf56	4.596
C1orf61	-10.623
C1orf63	-7.613
C1orf64	-0.735
C1orf65	-6.927
C1orf68	-8.131
C1orf74	-3.011
C1orf85	-6.232
C1orf86	1.441
C1orf87	-14.603
C1orf94	-7.343
C1orf95	-12.947
C2	-8.411
C20orf112	-4.454
C20orf141	-5.169
C20orf144	-7.007
C20orf166	-3.127
C20orf173	-1.126
C20orf187	-3.171
C20orf194	1.131
C20orf195	-8.137
C20orf196	-1.343
C20orf197	-6.763
C20orf201	-1.746
C20orf202	3.504
C20orf24	-2.467
C20orf26	-13.747
C20orf27	-4.675
C20orf62	-7.815
C20orf78	-5.369
C20orf85	-8.985
C20orf96	-0.096
C21orf119	-8.754
C21orf128	-18.888
C21orf2	5.407
C21orf33	-6.821
C21orf37	-1.288
C21orf49	-12.203
C21orf54	-4.555
C21orf58	-5.679
C21orf59	12.227
C21orf62	-8.403
C21orf67	-5.060
C21orf88	-7.783
C21orf90	-9.279
C21orf91	-12.124
C22orf15	-8.869
C22orf23	-4.776
C22orf24	-12.073
C22orf26	-12.831
C22orf29	-11.017
C22orf31	-8.836
C22orf34	-14.832
C22orf39	-9.789
C22orf42	-12.817
C22orf43	2.207
C22orf46	-2.393
C2CD2	-10.142
C2CD2L	-8.182
C2CD3	-2.899
C2CD4A	1.905
C2CD4B	-2.851
C2CD4C	-5.803
C2CD4D	-7.979
C2CD5	-9.228
C2ORF15	-6.142
C2orf16	-6.418
C2orf40	-9.728
C2orf42	-6.448
C2orf43	-12.396
C2orf44	-9.057
C2orf47	-6.878
C2orf48	-10.930
C2orf49	5.462
C2orf50	-6.817
C2orf53	-10.803
C2orf54	-3.645
C2orf57	-3.543
C2orf61	-6.409
C2orf62	-7.488
C2orf66	-12.454
C2orf68	-4.795
C2orf69	-7.198
C2orf70	-11.589
C2orf71	-7.491
C2orf72	-2.268
C2orf73	-2.477
C2orf76	-11.163
C2orf78	-5.820
C2orf80	-8.750
C2orf81	-5.451
C2orf82	-7.899
C2orf83	-4.008
C2orf88	-8.758
C2orf91	-8.619
C3	-4.898
C3AR1	1.632
C3orf14	-9.674
C3orf17	21.258
C3orf18	-9.395
C3orf20	-11.529
C3orf22	-0.490
C3orf27	-6.050
C3orf30	-2.779
C3orf33	-2.088
C3orf35	-8.725
C3orf38	20.170
C3orf49	-6.437
C3orf52	-6.178
C3orf55	-5.220
C3orf56	-3.306
C3orf58	-11.304
C3orf62	-10.498
C3orf65	-12.925
C3orf67	-8.006
C3orf70	-8.030
C3orf72	-10.435
C3orf79	-10.306
C3orf83	-10.395
C3orf84	-0.783
C4A	-4.147
C4B	-4.759
C4BPA	-9.759
C4BPB	-0.175
C4orf17	-7.386
C4orf19	-7.446
C4orf21	3.691
C4orf22	-8.045
C4orf26	-13.159
C4orf27	-10.112
C4orf29	-7.946
C4orf3	-10.840
C4orf32	-15.470
C4orf33	-9.285
C4orf36	-4.995
C4orf40	-11.350
C4orf45	-11.600
C4orf46	3.551
C4orf47	-4.485
C4orf48	-9.586
C4orf50	1.167
C4orf6	-6.591
C5	-12.724
C5AR1	-5.886
C5AR2	-6.369
C5orf15	-5.998
C5orf17	-3.571
C5orf22	-3.643
C5orf24	1.213
C5orf27	-6.106
C5orf28	-9.724
C5orf30	-7.600
C5orf34	-1.024
C5orf38	-5.377
C5orf42	-6.742
C5orf45	-2.229
C5orf46	-4.548
C5orf47	-1.726
C5orf48	-8.729
C5orf49	-8.184
C5orf51	-16.177
C5orf52	-3.281
C5orf54	-8.067
C5orf55	-5.226
C5orf56	-10.927
C5orf60	2.176
C5orf63	-0.510
C5orf64	-5.494
C6	-13.702
C6ORF165	-2.922
C6orf1	-6.569
C6orf10	-6.702
C6orf100	-11.652
C6orf106	-6.274
C6orf118	-11.110
C6orf120	-10.925
C6orf123	-10.157
C6orf132	-11.987
C6orf136	-10.920
C6orf141	-6.818
C6orf15	3.058
C6orf163	-2.957
C6orf164	-9.982
C6orf195	-12.097
C6orf201	-10.841
C6orf203	-5.078
C6orf211	-15.410
C6orf222	-5.796
C6orf223	0.399
C6orf226	-3.548
C6orf25	3.741
C6orf47	-5.082
C6orf48	-12.792
C6orf52	-6.589
C6orf57	-5.661
C6orf58	-14.281
C6orf62	-8.068
C6orf89	-10.930
C6orf99	-7.427
C7	-2.426
C7orf10	4.749
C7orf13	-7.426
C7orf25	-7.711
C7orf26	9.553
C7orf31	-4.104
C7orf33	-12.769
C7orf34	6.951
C7orf41	-3.104
C7orf43	-6.296
C7orf49	-5.571
C7orf50	-4.969
C7orf55	-2.404
C7orf55-LUC7L2	-1.724
C7orf57	-7.498
C7orf60	-12.058
C7orf61	7.757
C7orf62	-7.569
C7orf63	-2.570
C7orf65	-6.578
C7orf66	-8.838
C7orf69	-3.763
C7orf71	-6.640
C7orf72	-2.847
C7orf73	-5.432
C8A	-9.847
C8B	-8.234
C8G	3.809
C8orf12	-13.339
C8orf17	-12.435
C8orf22	-10.286
C8orf31	-7.441
C8orf33	3.721
C8orf34	-6.854
C8orf37	-13.417
C8orf4	-10.752
C8orf44	-11.443
C8orf46	-8.103
C8orf47	-6.188
C8orf48	-5.033
C8orf49	-4.785
C8orf56	-10.871
C8orf58	-2.656
C8orf59	0.370
C8orf74	-8.457
C8orf76	1.175
C8orf82	-4.845
C8orf86	-8.255
C8orf87	-11.720
C9	-7.705
C9orf114	27.682
C9orf116	-4.327
C9orf117	3.060
C9orf129	-6.818
C9orf131	-7.938
C9orf135	-4.644
C9orf139	-2.290
C9orf141	-10.958
C9orf142	-5.336
C9orf152	-4.789
C9orf153	-13.671
C9orf156	-13.070
C9orf16	-5.295
C9orf163	-11.593
C9orf169	-8.809
C9orf170	-11.218
C9orf171	-3.972
C9orf24	-12.202
C9orf3	-11.683
C9orf37	-7.143
C9orf40	-0.655
C9orf41	2.262
C9orf43	-9.186
C9orf47	-5.507
C9orf50	-2.564
C9orf53	-13.744
C9orf57	-14.408
C9orf62	-6.248
C9orf64	-10.172
C9orf66	-3.492
C9orf69	-7.952
C9orf72	-8.210
C9orf78	10.473
C9orf84	-5.942
C9orf85	-5.992
C9orf89	-14.795
C9orf9	-4.028
C9orf91	-7.964
C9orf92	-12.463
C9orf96	-9.991
CA1	-12.517
CA10	-8.246
CA11	-10.269
CA12	-11.326
CA13	-11.811
CA14	-12.572
CA2	-7.650
CA3	-14.021
CA4	-3.356
CA5A	-3.245
CA5B	-12.122
CA6	-6.519
CA7	-2.094
CA8	-3.478
CA9	-3.968
CAAP1	-8.590
CAB39	-27.791
CAB39L	-13.438
CABIN1	4.285
CABLES1	-10.766
CABLES2	-6.117
CABP1	-4.137
CABP2	-3.034
CABP4	-2.430
CABP5	-0.519
CABP7	-15.004
CABS1	-9.016
CABYR	-5.880
CACFD1	-10.537
CACHD1	-6.675
CACNA1A	-11.185
CACNA1B	-3.457
CACNA1C	-11.213
CACNA1D	-8.772
CACNA1E	-8.448
CACNA1F	-4.083
CACNA1G	-15.721
CACNA1H	-4.310
CACNA1I	-12.145
CACNA1S	-7.739
CACNA2D1	-5.971
CACNA2D2	0.649
CACNA2D3	-12.970
CACNA2D4	-8.644
CACNB1	-5.951
CACNB2	-13.604
CACNB3	0.098
CACNB4	-12.133
CACNG1	-11.536
CACNG2	-4.937
CACNG3	-0.934
CACNG4	-6.315
CACNG5	-2.432
CACNG6	-9.600
CACNG7	-14.115
CACTIN	0.585
CACUL1	1.493
CACYBP	-2.114
CAD	-11.075
CADM1	-6.353
CADM2	-12.026
CADM3	-10.794
CADM4	-2.625
CADPS	-9.580
CADPS2	-9.647
CAGE1	-9.205
CALB1	-8.199
CALB2	-6.150
CALCA	-12.613
CALCB	-10.607
CALCOCO1	-5.426
CALCOCO2	-7.643
CALCR	-12.230
CALCRL	-9.222
CALD1	-11.740
CALHM1	-9.422
CALHM2	-2.333
CALHM3	-8.763
CALM1	-11.030
CALM2	-3.321
CALM3	-5.399
CALML3	-9.306
CALML4	-5.299
CALML5	-14.151
CALML6	5.668
CALN1	-9.477
CALR	-8.873
CALR3	1.585
CALU	-7.478
CALY	-5.317
CAMK1	-7.887
CAMK1D	-13.441
CAMK1G	-4.657
CAMK2A	6.494
CAMK2B	-5.761
CAMK2D	-15.103
CAMK2G	-1.959
CAMK2N1	-9.200
CAMK2N2	-8.816
CAMK4	-5.928
CAMKK1	-11.283
CAMKK2	-4.138
CAMKMT	-10.654
CAMKV	-11.446
CAMLG	4.360
CAMP	-7.739
CAMSAP1	-3.798
CAMSAP2	-13.734
CAMSAP3	-7.390
CAMTA1	-5.122
CAMTA2	-3.375
CAND1	-26.416
CAND2	-3.913
CANT1	-9.826
CANX	-9.473
CAP1	-3.261
CAP2	-7.451
CAPG	-5.803
CAPN1	-0.634
CAPN10	-4.176
CAPN11	-2.914
CAPN12	-8.601
CAPN13	-10.639
CAPN14	-19.263
CAPN15	-11.560
CAPN2	-9.577
CAPN3	-1.840
CAPN5	-5.489
CAPN6	-5.300
CAPN7	-7.794
CAPN9	-7.673
CAPNS1	-0.930
CAPNS2	-12.384
CAPRIN1	-0.302
CAPRIN2	-6.360
CAPS	-3.550
CAPS2	-10.870
CAPSL	-8.813
CAPZA1	-4.027
CAPZA2	0.994
CAPZA3	-8.239
CAPZB	0.963
CARD10	-8.257
CARD11	-6.314
CARD14	-9.756
CARD16	0.474
CARD17	-9.885
CARD18	-12.252
CARD6	-6.013
CARD8	-3.312
CARD9	-0.416
CARF	-17.001
CARHSP1	-11.591
CARKD	-5.058
CARM1	3.154
CARNS1	-1.035
CARS	9.470
CARS2	-4.367
CARTPT	0.779
CASC1	-7.545
CASC10	-3.892
CASC3	-15.979
CASC4	-6.450
CASC5	1.554
CASD1	-3.566
CASK	-6.555
CASKIN1	-3.382
CASKIN2	0.012
CASP1	-12.680
CASP10	-3.920
CASP12	-5.835
CASP14	-6.236
CASP16	-1.261
CASP2	-5.251
CASP3	-12.505
CASP4	-6.076
CASP5	-13.647
CASP6	-4.697
CASP7	-9.442
CASP8	-6.134
CASP9	-5.816
CASQ1	-11.034
CASQ2	-10.862
CASR	-8.245
CASS4	-0.214
CAST	-1.256
CASZ1	3.383
CAT	-9.967
CATSPER1	2.918
CATSPER2	-3.001
CATSPER3	-10.098
CATSPER4	-4.805
CATSPERB	-14.474
CATSPERD	-4.145
CATSPERG	-9.862
CAV1	-14.172
CAV2	-9.955
CAV3	-8.723
CBFA2T2	-8.502
CBFA2T3	-7.442
CBFB	-22.130
CBL	-3.897
CBLB	-9.919
CBLC	-8.202
CBLL1	0.321
CBLN1	-0.605
CBLN2	-5.632
CBLN3	-4.735
CBLN4	-10.668
CBR1	-11.021
CBR3	-10.700
CBR4	-0.954
CBS	-6.150
CBX1	-7.205
CBX2	-10.277
CBX3	-0.890
CBX4	-9.886
CBX5	-0.941
CBX6	-1.727
CBX7	-7.411
CBX8	-6.385
CBY1	-8.012
CBY3	-7.086
CC2D1A	-13.373
CC2D1B	-6.643
CC2D2A	-6.890
CC2D2B	-9.541
CCAR1	1.869
CCAR2	7.120
CCBE1	-4.317
CCBL1	-6.178
CCBL2	-5.441
CCDC101	3.510
CCDC102A	-1.479
CCDC102B	-7.004
CCDC104	-9.023
CCDC105	-10.212
CCDC106	-5.714
CCDC107	-7.111
CCDC108	-12.241
CCDC109B	-10.443
CCDC11	-11.423
CCDC110	-3.392
CCDC112	-2.938
CCDC113	-8.898
CCDC114	-5.563
CCDC115	18.071
CCDC116	-12.174
CCDC117	-6.594
CCDC12	9.935
CCDC120	-12.042
CCDC121	-2.477
CCDC122	-7.345
CCDC124	-8.259
CCDC125	-6.174
CCDC126	-10.112
CCDC127	6.736
CCDC129	-4.416
CCDC13	-12.612
CCDC130	-1.289
CCDC132	-9.265
CCDC134	-11.909
CCDC135	-8.594
CCDC136	-7.618
CCDC137	0.949
CCDC138	-7.262
CCDC14	-13.256
CCDC140	-11.306
CCDC141	-5.673
CCDC142	-7.578
CCDC144A	7.012
CCDC144NL	-3.560
CCDC146	-4.769
CCDC147	-6.059
CCDC148	-11.161
CCDC149	-11.047
CCDC15	-14.540
CCDC150	-10.170
CCDC151	-4.313
CCDC152	-3.496
CCDC153	1.260
CCDC154	-5.590
CCDC155	-9.253
CCDC157	4.075
CCDC158	-3.830
CCDC159	-9.055
CCDC160	-13.517
CCDC163P	-10.365
CCDC167	-7.591
CCDC169	-7.740
CCDC17	-7.083
CCDC170	-11.978
CCDC171	-9.041
CCDC172	-5.542
CCDC173	-11.569
CCDC174	0.747
CCDC175	-5.550
CCDC176	-12.201
CCDC178	-12.774
CCDC179	-1.632
CCDC18	-12.279
CCDC180	-10.495
CCDC181	-15.637
CCDC19	-10.161
CCDC22	0.988
CCDC23	-5.417
CCDC24	-7.054
CCDC25	-10.893
CCDC27	-0.630
CCDC28A	-4.771
CCDC28B	-1.637
CCDC3	-6.687
CCDC30	-10.190
CCDC33	-5.779
CCDC34	-6.614
CCDC36	-7.088
CCDC37	-8.125
CCDC38	-8.238
CCDC39	-6.610
CCDC40	-6.811
CCDC41	0.455
CCDC42	-5.966
CCDC42B	-4.110
CCDC43	-0.754
CCDC47	-0.530
CCDC50	-6.889
CCDC51	-6.667
